1 , 2 ,    0.65258
1 , 3 ,    0.64594
1 , 4 ,    0.60134
1 , 5 ,    0.48601
1 , 6 ,    0.67119
1 , 7 ,    0.64398
1 , 8 ,    0.59944
1 , 9 ,    0.68666
1 , 10 ,    0.47898
1 , 11 ,    0.57687
1 , 12 ,    0.33665
1 , 13 ,    0.66935
1 , 14 ,    0.69022
1 , 15 ,    0.55357
1 , 16 ,    0.63907
1 , 17 ,    0.64971
1 , 18 ,    0.64010
1 , 19 ,    0.59358
1 , 20 ,    0.69704
1 , 21 ,    0.61621
1 , 22 ,    0.65947
1 , 23 ,    0.67148
1 , 24 ,    0.57289
1 , 25 ,    0.67369
1 , 26 ,    0.64211
1 , 27 ,    0.69421
1 , 28 ,    0.60488
1 , 29 ,    0.45138
1 , 30 ,    0.57444
1 , 31 ,    0.65410
1 , 32 ,    0.61126
1 , 33 ,    0.67002
1 , 34 ,    0.68258
1 , 35 ,    0.59092
1 , 36 ,    0.58682
1 , 37 ,    0.68661
1 , 38 ,    0.03714
1 , 39 ,    0.64997
1 , 40 ,    0.60905
1 , 41 ,    0.71800
1 , 42 ,    0.70147
1 , 43 ,    0.57985
1 , 44 ,    0.66335
1 , 45 ,    0.53363
1 , 46 ,    0.69250
1 , 47 ,    0.63484
1 , 48 ,    0.67696
1 , 49 ,    0.52176
1 , 50 ,    0.52236
1 , 51 ,    0.62711
1 , 52 ,    0.62739
1 , 53 ,    0.66102
1 , 54 ,    0.60583
1 , 55 ,    0.64460
1 , 56 ,    0.62429
1 , 57 ,    0.64741
1 , 58 ,    0.66118
1 , 59 ,    0.47963
1 , 60 ,    0.49861
1 , 61 ,    0.64421
1 , 62 ,    0.60102
1 , 63 ,    0.62324
1 , 64 ,    0.42521
1 , 65 ,    0.36725
1 , 66 ,    0.66985
1 , 67 ,    0.52464
1 , 68 ,    0.69373
1 , 69 ,    0.38600
1 , 70 ,    0.34537
1 , 71 ,    0.58206
1 , 72 ,    0.53177
1 , 73 ,    0.69358
1 , 74 ,    0.46765
1 , 75 ,    0.64777
1 , 76 ,    0.68692
1 , 77 ,    0.54970
1 , 78 ,    0.66535
1 , 79 ,    0.64502
1 , 80 ,    0.63984
1 , 81 ,    0.71456
1 , 82 ,    0.11510
1 , 83 ,    0.24698
1 , 84 ,    0.70013
1 , 85 ,    0.68093
1 , 86 ,    0.63912
1 , 87 ,    0.64306
1 , 88 ,    0.51421
1 , 89 ,    0.49093
1 , 90 ,    0.63273
1 , 91 ,    0.52117
1 , 92 ,    0.24761
1 , 93 ,    0.49968
1 , 94 ,    0.67102
1 , 95 ,    0.65531
1 , 96 ,    0.54942
1 , 97 ,    0.63826
1 , 98 ,    0.54879
1 , 99 ,    0.58536
1 , 100 ,    0.70519
1 , 101 ,    0.67461
1 , 102 ,    0.05265
1 , 103 ,    0.62536
1 , 104 ,    0.68457
1 , 105 ,    0.53944
1 , 106 ,    0.62927
1 , 107 ,    0.57985
1 , 108 ,    0.20115
1 , 109 ,    0.69758
1 , 110 ,    0.66003
1 , 111 ,    0.43888
1 , 112 ,    0.53508
1 , 113 ,    0.51964
1 , 114 ,    0.60820
1 , 115 ,    0.60297
1 , 116 ,    0.59576
1 , 117 ,    0.37906
1 , 118 ,    0.58314
1 , 119 ,    0.56120
1 , 120 ,    0.43668
1 , 121 ,    0.11773
1 , 122 ,    0.69860
1 , 123 ,    0.31901
1 , 124 ,    0.60077
1 , 125 ,    0.69421
1 , 126 ,    0.61395
1 , 127 ,    0.66516
1 , 128 ,    0.42976
1 , 129 ,    0.70308
1 , 130 ,    0.58452
1 , 131 ,    0.38043
1 , 132 ,    0.69399
1 , 133 ,    0.58705
1 , 134 ,    0.38340
1 , 135 ,    0.58092
1 , 136 ,    0.42518
1 , 137 ,    0.66056
1 , 138 ,    0.62043
1 , 139 ,    0.17886
1 , 140 ,    0.57175
1 , 141 ,    0.69065
1 , 142 ,    0.71586
1 , 143 ,    0.04795
1 , 144 ,    0.60089
1 , 145 ,    0.62547
1 , 146 ,    0.51206
1 , 147 ,    0.62477
1 , 148 ,    0.49138
1 , 149 ,    0.55954
1 , 150 ,    0.64546
1 , 151 ,    0.70411
1 , 152 ,    0.60205
1 , 153 ,    0.59910
1 , 154 ,    0.55536
1 , 155 ,    0.44387
1 , 156 ,    0.63384
1 , 157 ,    0.47918
1 , 158 ,    0.66743
1 , 159 ,    0.64501
1 , 160 ,    0.57064
1 , 161 ,    0.61227
1 , 162 ,    0.65786
1 , 163 ,    0.55955
1 , 164 ,    0.55178
1 , 165 ,    0.67765
1 , 166 ,    0.63667
1 , 167 ,    0.65384
1 , 168 ,    0.72763
1 , 169 ,    0.47084
1 , 170 ,    0.62641
1 , 171 ,    0.66003
1 , 172 ,    0.69465
1 , 173 ,    0.61897
1 , 174 ,    0.50784
1 , 175 ,    0.52983
1 , 176 ,    0.58530
1 , 177 ,    0.66123
1 , 178 ,    0.67850
1 , 179 ,    0.67471
1 , 180 ,    0.52266
1 , 181 ,    0.65912
1 , 182 ,    0.60865
1 , 183 ,    0.70268
1 , 184 ,    0.48192
1 , 185 ,    0.66742
1 , 186 ,    0.33626
1 , 187 ,    0.60438
1 , 188 ,    0.57158
1 , 189 ,    0.50624
1 , 190 ,    0.63096
1 , 191 ,    0.00000
1 , 192 ,    0.55847
1 , 193 ,    0.69987
1 , 194 ,    0.65120
1 , 195 ,    0.64956
1 , 196 ,    0.65576
1 , 197 ,    0.69283
1 , 198 ,    0.56125
1 , 199 ,    0.64397
1 , 200 ,    0.60645
1 , 201 ,    0.63231
2 , 1 ,    0.65258
2 , 3 ,    0.68602
2 , 4 ,    0.62767
2 , 5 ,    0.54318
2 , 6 ,    0.68277
2 , 7 ,    0.67273
2 , 8 ,    0.75481
2 , 9 ,    0.72075
2 , 10 ,    0.60162
2 , 11 ,    0.64262
2 , 12 ,    0.37987
2 , 13 ,    0.81935
2 , 14 ,    0.77441
2 , 15 ,    0.60356
2 , 16 ,    0.78196
2 , 17 ,    0.77097
2 , 18 ,    0.66132
2 , 19 ,    0.64285
2 , 20 ,    0.76616
2 , 21 ,    0.61598
2 , 22 ,    0.67345
2 , 23 ,    0.69165
2 , 24 ,    0.55174
2 , 25 ,    0.79955
2 , 26 ,    0.64513
2 , 27 ,    0.74667
2 , 28 ,    0.67051
2 , 29 ,    0.49464
2 , 30 ,    0.65591
2 , 31 ,    0.69841
2 , 32 ,    0.56832
2 , 33 ,    0.71141
2 , 34 ,    0.66860
2 , 35 ,    0.65922
2 , 36 ,    0.57251
2 , 37 ,    0.73881
2 , 38 ,    0.02803
2 , 39 ,    0.63957
2 , 40 ,    0.65137
2 , 41 ,    0.68945
2 , 42 ,    0.75488
2 , 43 ,    0.67229
2 , 44 ,    0.65867
2 , 45 ,    0.57355
2 , 46 ,    0.75638
2 , 47 ,    0.75384
2 , 48 ,    0.74911
2 , 49 ,    0.52542
2 , 50 ,    0.58500
2 , 51 ,    0.60209
2 , 52 ,    0.77580
2 , 53 ,    0.66519
2 , 54 ,    0.63705
2 , 55 ,    0.74421
2 , 56 ,    0.65519
2 , 57 ,    0.60699
2 , 58 ,    0.72741
2 , 59 ,    0.46738
2 , 60 ,    0.55771
2 , 61 ,    0.64127
2 , 62 ,    0.65118
2 , 63 ,    0.63462
2 , 64 ,    0.49083
2 , 65 ,    0.34195
2 , 66 ,    0.66631
2 , 67 ,    0.57460
2 , 68 ,    0.77121
2 , 69 ,    0.42591
2 , 70 ,    0.29880
2 , 71 ,    0.58991
2 , 72 ,    0.58472
2 , 73 ,    0.79553
2 , 74 ,    0.54024
2 , 75 ,    0.68994
2 , 76 ,    0.74091
2 , 77 ,    0.59260
2 , 78 ,    0.63737
2 , 79 ,    0.67956
2 , 80 ,    0.78111
2 , 81 ,    0.82852
2 , 82 ,    0.18511
2 , 83 ,    0.32314
2 , 84 ,    0.76891
2 , 85 ,    0.63343
2 , 86 ,    0.68134
2 , 87 ,    0.64745
2 , 88 ,    0.62094
2 , 89 ,    0.55026
2 , 90 ,    0.63430
2 , 91 ,    0.61042
2 , 92 ,    0.18512
2 , 93 ,    0.53084
2 , 94 ,    0.77700
2 , 95 ,    0.72543
2 , 96 ,    0.58029
2 , 97 ,    0.71287
2 , 98 ,    0.53627
2 , 99 ,    0.61707
2 , 100 ,    0.56690
2 , 101 ,    0.70416
2 , 102 ,    0.04305
2 , 103 ,    0.63479
2 , 104 ,    0.78163
2 , 105 ,    0.62340
2 , 106 ,    0.62227
2 , 107 ,    0.69781
2 , 108 ,    0.28442
2 , 109 ,    0.71128
2 , 110 ,    0.64089
2 , 111 ,    0.45160
2 , 112 ,    0.68348
2 , 113 ,    0.52252
2 , 114 ,    0.64690
2 , 115 ,    0.63620
2 , 116 ,    0.64916
2 , 117 ,    0.33840
2 , 118 ,    0.53233
2 , 119 ,    0.58500
2 , 120 ,    0.49572
2 , 121 ,    0.18933
2 , 122 ,    0.66246
2 , 123 ,    0.38094
2 , 124 ,    0.62282
2 , 125 ,    0.74667
2 , 126 ,    0.60213
2 , 127 ,    0.74980
2 , 128 ,    0.46778
2 , 129 ,    0.73629
2 , 130 ,    0.64051
2 , 131 ,    0.41621
2 , 132 ,    0.70911
2 , 133 ,    0.64632
2 , 134 ,    0.43413
2 , 135 ,    0.61669
2 , 136 ,    0.53128
2 , 137 ,    0.67443
2 , 138 ,    0.58965
2 , 139 ,    0.14821
2 , 140 ,    0.60285
2 , 141 ,    0.82496
2 , 142 ,    0.71863
2 , 143 ,    0.02959
2 , 144 ,    0.68810
2 , 145 ,    0.65790
2 , 146 ,    0.57565
2 , 147 ,    0.64864
2 , 148 ,    0.53919
2 , 149 ,    0.62916
2 , 150 ,    0.65012
2 , 151 ,    0.79327
2 , 152 ,    0.64420
2 , 153 ,    0.59209
2 , 154 ,    0.51369
2 , 155 ,    0.50661
2 , 156 ,    0.75248
2 , 157 ,    0.52395
2 , 158 ,    0.74271
2 , 159 ,    0.61942
2 , 160 ,    0.61439
2 , 161 ,    0.63962
2 , 162 ,    0.76857
2 , 163 ,    0.64088
2 , 164 ,    0.57500
2 , 165 ,    0.77402
2 , 166 ,    0.70012
2 , 167 ,    0.72137
2 , 168 ,    0.81295
2 , 169 ,    0.53593
2 , 170 ,    0.72415
2 , 171 ,    0.76903
2 , 172 ,    0.72339
2 , 173 ,    0.62954
2 , 174 ,    0.52535
2 , 175 ,    0.60182
